,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
1022,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,44.6953125,21.125,0.95703125,0.8671875,0.59375,3.09765625,2.19140625,4.19140625,6.5703125,7.6953125,1.015625,1.55859375,2.7734375,0.57421875,0.12109375,0.4609375,0.25,0.1796875,0.55078125,0.375,0.15625
1023,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,44.04296875,23.94140625,0.91796875,0.98046875,0.44921875,2.9296875,2.765625,3.6484375,6.84375,5.875,1.06640625,0.8984375,2.8359375,0.77734375,0.10546875,0.46875,0.2734375,0.21875,0.58984375,0.25,0.12109375
1024,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,45.765625,22.625,0.83203125,0.78125,0.328125,3.0078125,2.484375,3.2578125,6.9453125,6.3515625,0.87890625,1.09375,3.0703125,0.625,0.109375,0.3828125,0.2578125,0.12890625,0.546875,0.30859375,0.21875
1025,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,46.05078125,23.55078125,0.8984375,0.83203125,0.34765625,2.765625,2.2109375,3.05859375,7.3046875,5.8515625,1.01953125,0.94140625,2.828125,0.62890625,0.1015625,0.33984375,0.17578125,0.18359375,0.50390625,0.2109375,0.1953125
1026,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,46.28515625,22.0859375,0.76953125,0.75,0.421875,3.15625,2.3515625,3.32421875,7.1953125,6.3125,0.84375,1.1953125,2.69140625,0.72265625,0.109375,0.43359375,0.25390625,0.203125,0.5390625,0.23828125,0.1171875
1027,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,46.87109375,22.4609375,0.734375,0.71484375,0.4765625,2.62109375,1.984375,3.3203125,6.22265625,7.2265625,0.828125,1.5546875,2.74609375,0.578125,0.0546875,0.33203125,0.22265625,0.140625,0.421875,0.32421875,0.1640625
1028,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,29.82421875,20.8671875,3.61328125,1.24609375,1.5390625,5.71484375,3.31640625,4.6484375,5.98828125,12.50390625,1.3671875,1.33984375,3.7109375,0.3984375,0.3828125,0.546875,0.3515625,0.7109375,0.53125,0.421875,0.9765625
1029,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,46.4765625,19.85546875,0.734375,0.90234375,0.7265625,2.83203125,2.23828125,3.17578125,6.08203125,8.828125,0.8515625,1.72265625,3.10546875,0.6015625,0.078125,0.32421875,0.31640625,0.17578125,0.48046875,0.33203125,0.16015625
1030,142,116.8853,222.9448,430.1086,245.8166,444.2271,26.6,20.95466,35.9,40.2121,6.274391,5.0762,0.03,47.953125,20.41796875,0.76953125,0.7265625,0.515625,3.14453125,2.08203125,3.0859375,6.29296875,7.546875,0.84765625,1.57421875,2.515625,0.64453125,0.09375,0.3046875,0.20703125,0.203125,0.58203125,0.328125,0.1640625
1031,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,41.703125,23.734375,2.6171875,0.6953125,0.8515625,2.5078125,2.546875,3.70703125,4.9921875,6.71484375,0.953125,1.25,2.91796875,0.88671875,0.06640625,0.40625,0.54296875,0.15625,2.28515625,0.28125,0.18359375
1032,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,41.3203125,24.95703125,3.0234375,0.6484375,0.56640625,2.8125,2.6796875,3.33984375,4.67578125,5.5859375,1.05859375,0.94140625,3.28125,0.75390625,0.08984375,0.50390625,0.546875,0.18359375,2.4140625,0.390625,0.2265625
1033,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,42.73828125,23.8359375,2.54296875,0.51171875,0.58984375,2.625,2.30078125,3.73828125,5.34375,5.51171875,1.03125,1.31640625,2.91015625,0.8125,0.07421875,0.48828125,0.640625,0.18359375,2.359375,0.30078125,0.14453125
1034,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,37.15234375,28.02734375,3.3828125,0.72265625,1.0078125,2.58203125,2.62890625,3.8359375,3.77734375,7.16796875,1.0625,0.7890625,2.80078125,0.84375,0.078125,0.5390625,0.625,0.1484375,2.328125,0.359375,0.140625
1035,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,38.87109375,26.68359375,3.484375,0.73828125,0.78125,2.62109375,2.93359375,3.5546875,4.09765625,5.91796875,1.03515625,0.8203125,3.09375,0.75,0.1171875,0.59375,0.625,0.1953125,2.58203125,0.3359375,0.16796875
1036,111,116.8853,442,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,41.8203125,22.9921875,2.40625,0.62890625,0.5859375,3.0703125,2.3984375,3.86328125,5.74609375,5.97265625,1.078125,1.53515625,2.81640625,0.8359375,0.07421875,0.53125,0.6171875,0.12109375,2.39453125,0.37109375,0.140625
1037,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,40.47265625,27.49609375,2.78515625,0.64453125,0.90625,2.2890625,2.88671875,2.80859375,4.74609375,5.5546875,0.98828125,0.5390625,2.796875,0.79296875,0.09375,0.41796875,0.6015625,0.15625,2.5546875,0.26953125,0.19921875
1038,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,42.19140625,24.03515625,2.390625,0.6015625,0.59765625,2.8515625,2.28125,3.71875,5.6640625,5.71875,0.99609375,1.22265625,2.703125,0.71484375,0.078125,0.41015625,0.58984375,0.16015625,2.6328125,0.328125,0.11328125
1039,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,42.828125,26.2734375,2.33984375,0.6171875,0.48828125,2.8203125,2.48828125,3.0234375,4.5546875,4.87890625,0.93359375,0.80859375,3.16015625,0.7421875,0.06640625,0.43359375,0.578125,0.1640625,2.203125,0.3828125,0.21484375
1040,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,38.65625,28.72265625,3.140625,0.73828125,0.73046875,2.5703125,2.95703125,2.9140625,4.671875,5.234375,1.10546875,0.6484375,2.578125,0.85546875,0.10546875,0.46484375,0.515625,0.19921875,2.8359375,0.20703125,0.1484375
1041,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,40.5703125,28.26171875,3.0390625,0.6640625,0.62109375,2.234375,2.63671875,2.9453125,4.19921875,5.10546875,1.1796875,0.5546875,2.94921875,0.76953125,0.12890625,0.484375,0.57421875,0.1953125,2.32421875,0.3515625,0.2109375
1042,111,116.8853,454,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,41.49609375,25.671875,2.7421875,0.6953125,0.671875,2.5625,2.4765625,3.40625,4.625,5.40234375,1.046875,0.99609375,3.07421875,0.8125,0.125,0.515625,0.6328125,0.140625,2.1640625,0.4453125,0.296875
1043,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,44.1484375,21.32421875,0.8671875,0.58984375,1.83203125,0.3671875,1.53515625,0.96484375,8.77734375,1.10546875,1.12890625,1.7734375,13.515625,0.2734375,0.05859375,1.38671875,0.33203125,0,0.00390625,0,0.015625
1044,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,47.328125,19.921875,0.68359375,0.3828125,2.20703125,0.390625,1.53125,0.83984375,5.8125,1.62109375,0.73828125,3.9609375,11.55859375,1.0234375,0.04296875,1.01953125,0.8359375,0.01953125,0.0546875,0.00390625,0.0234375
1045,250,116.8853,110,424,266.6666667,444.2271,28,26.8,42.18083,40.2121,4.6,6.2,0.075,48.85546875,18.9296875,0.63671875,0.4296875,1.53125,0.453125,1.4453125,0.875,7.2265625,0.84765625,0.91015625,2.02734375,14.19140625,0.453125,0.0625,0.828125,0.25,0,0.00390625,0.00390625,0.0390625
1046,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,36.421875,32.15625,1.8046875,1.26171875,0.8515625,2.16015625,1.5390625,2.3984375,10.796875,3.01171875,0.84375,3.5859375,1.078125,0.23828125,0.046875,0.1875,0.9296875,0.0078125,0.45703125,0.09375,0.12890625
1047,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,36.43359375,32.7109375,1.86328125,1.16796875,0.76953125,2.15625,1.47265625,2.0703125,11.1640625,2.62109375,1.03125,3.109375,1.296875,0.25390625,0.05078125,0.18359375,0.87109375,0.015625,0.4296875,0.1328125,0.1953125
1048,180,142.8571429,140,326,258.7301587,270,19,17.6,42.18083,40.2121,4,2.9,0.075,34.61328125,33.79296875,2.0859375,1.4609375,0.7734375,2.109375,1.41015625,2.18359375,12.14453125,2.359375,1,3.0078125,0.96875,0.1953125,0.04296875,0.21484375,0.92578125,0.00390625,0.46875,0.125,0.11328125
1049,252,178.7234043,187,445,315.6028369,444.2271,36,41.5,42.18083,40.2121,5.3,8.8,0.075,42.6875,42.2421875,1.015625,0.40234375,0.71484375,0.421875,2.16796875,1.0546875,4.45703125,0.7734375,0.4140625,1.85546875,0.69921875,0.3125,0,0.0546875,0.484375,0,0.08984375,0.05859375,0.09375
1050,252,178.7234043,187,445,315.6028369,444.2271,36,41.5,42.18083,40.2121,5.3,8.8,0.075,47.0234375,37.9765625,0.98046875,0.46875,0.5234375,0.4921875,2.1015625,1.16015625,4.171875,0.95703125,0.4453125,1.8359375,0.78515625,0.28515625,0,0.0703125,0.5234375,0,0.0703125,0.03515625,0.09375
1051,252,178.7234043,187,445,315.6028369,444.2271,36,41.5,42.18083,40.2121,5.3,8.8,0.075,45.84375,38.65234375,1.12890625,0.4609375,0.671875,0.40625,2.13671875,1.25390625,4.1484375,0.78125,0.4453125,2.37109375,0.76171875,0.28515625,0.00390625,0.046875,0.4140625,0,0.0703125,0.05859375,0.05859375
1052,256,181.5602837,222.9448,450,319.1489362,495,30,20.95466,42.18083,40.2121,4.9,4.6,0.075,27.16796875,40.02734375,5.44140625,0.48828125,0.890625,2.1171875,1.05859375,3.1875,5.0703125,1.45703125,1.85546875,7,2.390625,0.19140625,0.2734375,0.07421875,0.28125,0.00390625,0.78125,0.01171875,0.23046875
1053,256,181.5602837,222.9448,450,319.1489362,495,30,20.95466,42.18083,40.2121,4.9,4.6,0.075,26.625,39.84765625,7.58984375,0.37890625,0.70703125,2.07421875,1.015625,3.3046875,4.63671875,1.33203125,1.72265625,6.859375,2.20703125,0.09765625,0.21484375,0.0859375,0.171875,0,0.86328125,0.02734375,0.23828125
1054,256,181.5602837,222.9448,450,319.1489362,495,30,20.95466,42.18083,40.2121,4.9,4.6,0.075,25.71484375,41.671875,6.9375,0.453125,0.58984375,2.33203125,1.10546875,3.34375,4.31640625,1.46484375,1.28125,7.08203125,2.0078125,0.1484375,0.28125,0.03125,0.16015625,0,0.85546875,0.01171875,0.2109375
1055,193,122.1518987,159,389,246.2025316,337,30,20.95466,37.2,40.2121,7.3,8.5,0.35,45.2734375,26.39453125,1.3984375,0.48046875,0.98828125,1.34765625,2.6015625,1.515625,6.3359375,1.05078125,1.04296875,5.5859375,3.90625,0.48828125,0.05078125,0.3046875,0.33203125,0.00390625,0.015625,0.140625,0.7421875
1056,193,122.1518987,159,389,246.2025316,337,30,20.95466,37.2,40.2121,7.3,8.5,0.35,42.73828125,28.00390625,1.58203125,0.5,1,1.30859375,3.35546875,1.375,7.21875,1.19140625,1.13671875,4.26953125,4.41015625,0.48046875,0.0390625,0.31640625,0.40234375,0.0078125,0.0078125,0.08984375,0.56640625
1057,193,122.1518987,159,389,246.2025316,337,30,20.95466,37.2,40.2121,7.3,8.5,0.35,42.6484375,32.58984375,1.55859375,0.48046875,0.484375,1.0625,2.9453125,1.46875,5.84375,1.1015625,1.171875,2.22265625,4.26171875,0.46875,0.05859375,0.26171875,0.30859375,0,0.01171875,0.14453125,0.90625
1058,141,72.68041237,162,383,197.4226804,252,21,19.8,31,40.2121,3.7,3.5,0.075,45.25390625,30.578125,2.83203125,1.14453125,0.58984375,1.796875,1.1171875,3.53125,4.25390625,1.16015625,0.9296875,1.4765625,2.046875,1.07421875,0.125,0.34765625,0.62109375,0.00390625,0.1875,0.1875,0.7421875
1059,141,72.68041237,162,383,197.4226804,252,21,19.8,31,40.2121,3.7,3.5,0.075,47.27734375,27.6640625,2.93359375,1.03125,0.65234375,1.984375,1.1015625,3.7578125,4.26171875,1.3359375,0.8046875,2.140625,1.75,0.86328125,0.1640625,0.44921875,0.69921875,0.00390625,0.23828125,0.171875,0.71484375
1060,141,72.68041237,162,383,197.4226804,252,21,19.8,31,40.2121,3.7,3.5,0.075,47.01171875,25.83203125,2.5703125,1.1015625,0.98828125,2.0625,1.0546875,4.32421875,4.33984375,1.71484375,0.86328125,2.7890625,2.1171875,0.90234375,0.13671875,0.42578125,0.62890625,0,0.22265625,0.20703125,0.70703125
1061,202,104.1237113,153,383,197.4226804,444.2271,31,27.6,31,40.2121,4.8,3.5,0.075,62.953125,22.41015625,0.921875,0.63671875,0.35546875,1.08203125,1.3046875,0.26953125,3.41796875,0.96484375,0.3125,1.125,2.9609375,0.15625,0.00390625,0.1875,0.625,0.0078125,0.07421875,0.06640625,0.1640625
1062,202,104.1237113,153,383,197.4226804,444.2271,31,27.6,31,40.2121,4.8,3.5,0.075,63.30859375,21.62890625,1.0703125,0.6796875,0.3515625,1.02734375,1.51171875,0.33203125,3.26953125,0.89453125,0.3125,1.3203125,2.78515625,0.203125,0.0390625,0.22265625,0.7421875,0.00390625,0.1484375,0.01953125,0.12890625
1063,202,104.1237113,153,383,197.4226804,444.2271,31,27.6,31,40.2121,4.8,3.5,0.075,64.9140625,19.16796875,1.2265625,0.65234375,0.53515625,1.3046875,1.22265625,0.4765625,3.1015625,1.13671875,0.33984375,1.49609375,2.8828125,0.18359375,0.05859375,0.2109375,0.828125,0,0.16015625,0.046875,0.0546875
1064,164,90.60773481,69,445,245.8563536,178,28,19.7,31,40.2121,4.9,2.1,0.075,64.60546875,13.62109375,0.89453125,0.44921875,0.47265625,1.875,1.296875,1.328125,6.47265625,2.796875,0.56640625,1.859375,2.15234375,0.5625,0.01953125,0.328125,0.3046875,0.04296875,0.04296875,0.05859375,0.25
1065,164,90.60773481,69,445,245.8563536,178,28,19.7,31,40.2121,4.9,2.1,0.075,66.60546875,12.21484375,0.83203125,0.359375,0.48046875,1.71484375,1.0859375,1.359375,6.11328125,2.99609375,0.58984375,2.2734375,1.87890625,0.46875,0.0390625,0.33984375,0.23046875,0.03125,0.05859375,0.10546875,0.22265625
1066,164,90.60773481,69,445,245.8563536,178,28,19.7,31,40.2121,4.9,2.1,0.075,61.81640625,16.12890625,0.97265625,0.39453125,0.68359375,1.71875,1.24609375,1.2109375,6.2890625,3.43359375,0.69140625,1.66015625,1.9921875,0.61328125,0.04296875,0.2890625,0.32421875,0.0390625,0.0625,0.0546875,0.3359375
1067,441,243.6464088,249,430.1086,245.8166,444.2271,28,19.7,31,40.2121,6.7,2.1,0.075,57.046875,15.66015625,1.06640625,0.6640625,0.4375,1.73046875,1.625,1.9765625,9.796875,2.08203125,0.4765625,2.0390625,3.984375,0.1328125,0.015625,0.1796875,0.28125,0.0234375,0.51171875,0.11328125,0.15625
1068,441,243.6464088,249,430.1086,245.8166,444.2271,28,19.7,31,40.2121,6.7,2.1,0.075,55.8515625,16.21484375,1.0859375,0.671875,0.453125,1.796875,1.3984375,2.09765625,10.18359375,2.1015625,0.35546875,2.50390625,3.93359375,0.125,0.02734375,0.1328125,0.30078125,0.015625,0.48046875,0.1171875,0.15234375
1069,441,243.6464088,249,430.1086,245.8166,444.2271,28,19.7,31,40.2121,6.7,2.1,0.075,56.28515625,16.23046875,1.06640625,0.71875,0.46875,1.71484375,1.5,1.94140625,10.5,1.984375,0.44921875,2.08984375,3.68359375,0.109375,0.02734375,0.15625,0.34375,0.03515625,0.40625,0.12109375,0.16796875
1070,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,47.9296875,28.6953125,0.98046875,0.29296875,1.00390625,2.6640625,2.46875,0.65234375,4.83984375,4.2890625,0.99609375,2.3046875,1.86328125,0.28515625,0.19921875,0.25,0.09765625,0.01171875,0.02734375,0.078125,0.0703125
1071,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,47.19921875,28.671875,0.97265625,0.3046875,1.1875,2.67578125,2.48046875,0.46875,5.98828125,4.28515625,0.9140625,2.12109375,1.6328125,0.3515625,0.203125,0.26953125,0.12890625,0.01171875,0.02734375,0.06640625,0.0390625
1072,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,47.68359375,27.6875,0.875,0.328125,1.03125,2.58203125,2.15234375,0.65625,5.1484375,4.23828125,1.37890625,3.06640625,2.03515625,0.375,0.1640625,0.25,0.140625,0,0.0390625,0.11328125,0.0546875
1073,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,49.2421875,25.3828125,0.8515625,0.2890625,0.99609375,2.65234375,2.40234375,0.8125,5.25,4.27734375,1.44921875,3.5078125,1.80859375,0.3046875,0.17578125,0.265625,0.12890625,0.01171875,0.0625,0.078125,0.05078125
1074,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,47.375,28.6015625,1.02734375,0.2890625,1,2.80859375,2.75390625,0.6484375,5.11328125,3.52734375,1.359375,2.64453125,1.8515625,0.25390625,0.14453125,0.23046875,0.1953125,0.01171875,0.0546875,0.06640625,0.04296875
1075,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,47.06640625,28.6796875,1.10546875,0.375,1.109375,2.65625,2.59375,0.625,4.96484375,4.296875,1.25,2.421875,1.77734375,0.26171875,0.15234375,0.30078125,0.14453125,0.02734375,0.04296875,0.08984375,0.05859375
1076,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,44.140625,33.1328125,1.33203125,0.453125,1,2.15625,2.49609375,0.67578125,5.0234375,3.6953125,1.2265625,1.34765625,2.0546875,0.24609375,0.1875,0.41796875,0.20703125,0.00390625,0.0390625,0.10546875,0.05859375
1077,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,43.17578125,28.26171875,1.23828125,0.40234375,1.38671875,2.9296875,2.4296875,0.734375,5.75390625,4.77734375,3.45703125,2.71484375,1.66796875,0.2578125,0.17578125,0.33203125,0.10546875,0.01171875,0.015625,0.12890625,0.04296875
1078,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,45.890625,28.0859375,0.95703125,0.3203125,1.24609375,2.69140625,2.4609375,0.734375,6.0390625,4.46875,1.10546875,2.98828125,1.90234375,0.3515625,0.1328125,0.26953125,0.15234375,0.0078125,0.0390625,0.09765625,0.05859375
1079,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,41.94140625,33.10546875,1.14453125,0.4765625,1.09375,2.2734375,2.46484375,0.5546875,6.484375,4.04296875,1.58984375,1.86328125,1.83984375,0.30859375,0.1484375,0.26171875,0.1640625,0.015625,0.02734375,0.125,0.07421875
1080,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,45.078125,27.6484375,0.953125,0.375,1.12890625,2.92578125,2.41015625,0.79296875,5.73828125,4.8984375,1.36328125,3.95703125,1.765625,0.29296875,0.11328125,0.23046875,0.12890625,0.00390625,0.0390625,0.11328125,0.04296875
1081,185,115.625,185,430.1086,245.8166,444.2271,6.99,3,42.18083,40.2121,6.274391,5.0762,0,45.7421875,28.109375,0.9765625,0.3125,1.10546875,2.57421875,2.41796875,0.58203125,5.6015625,4.63671875,1.95703125,2.953125,1.8671875,0.359375,0.11328125,0.27734375,0.16796875,0.0078125,0.05078125,0.125,0.0625
1082,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,42.6015625,26.984375,0.39453125,0.58984375,0.5078125,0.9375,1.56640625,1.54296875,18.60546875,1.72265625,1.2265625,0.53515625,1.31640625,0.17578125,0.046875,0.3515625,0.421875,0.01171875,0.1171875,0.1015625,0.2421875
1083,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,45.41796875,25.89453125,0.3515625,0.765625,0.40234375,1.08203125,1.73828125,1.375,16.484375,1.7265625,1.2109375,0.3984375,1.359375,0.17578125,0.1640625,0.4765625,0.4375,0,0.08984375,0.09765625,0.3515625
1084,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,46.40234375,22.4296875,0.34765625,0.7109375,0.56640625,1.20703125,1.84765625,1.71484375,17.23046875,2.46484375,1.11328125,1.0859375,1.5625,0.19921875,0.08984375,0.265625,0.390625,0.00390625,0.078125,0.07421875,0.21484375
1085,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,48.44140625,22.06640625,0.36328125,0.6875,0.41796875,1.1796875,1.75390625,1.41796875,16.59765625,2.2265625,1.015625,0.92578125,1.29296875,0.3203125,0.1484375,0.29296875,0.35546875,0,0.0859375,0.0703125,0.33984375
1086,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,47.1953125,21.890625,0.34375,0.73046875,0.5234375,1.28515625,1.75390625,1.6953125,17.0078125,2.3125,1.10546875,1.16796875,1.5703125,0.1875,0.10546875,0.35546875,0.43359375,0,0.09765625,0.0859375,0.15234375
1087,185,123.3333333,180,430.1086,245.8166,444.2271,22.6,23.4,42.18083,40.2121,4.5,3.27,0.1050774,43.8515625,22.703125,0.33984375,0.83203125,0.76953125,1.4140625,1.77734375,1.71484375,18.52734375,2.73828125,1.0703125,1.53515625,1.17578125,0.18359375,0.08203125,0.4609375,0.43359375,0,0.10546875,0.08203125,0.203125
1088,108,65.45454545,222.9448,430.1086,245.8166,444.2271,13.8,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,43.91015625,15.8515625,0.62890625,0.99609375,0.515625,2.1953125,2.42578125,1.80078125,21.78125,2.578125,1.13671875,2.3515625,1.6171875,0.5859375,0.02734375,0.30859375,0.58203125,0.0078125,0.07421875,0.34375,0.28125
1089,108,65.45454545,222.9448,430.1086,245.8166,444.2271,13.8,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,44.640625,15.91015625,0.578125,1.0625,0.375,1.828125,2.2421875,1.53515625,23.390625,2.2265625,1.1796875,1.40625,1.515625,0.5234375,0.0234375,0.33984375,0.60546875,0.0078125,0.06640625,0.390625,0.15234375
1090,108,65.45454545,222.9448,430.1086,245.8166,444.2271,13.8,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,44.80859375,15.7578125,0.5625,1.15234375,0.58203125,2.2734375,2.359375,2.046875,20.2734375,2.69140625,1.109375,2.921875,1.43359375,0.4921875,0.02734375,0.359375,0.58984375,0.00390625,0.0859375,0.3125,0.15625
1091,108,65.45454545,222.9448,430.1086,245.8166,444.2271,13.8,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,44.484375,16.28515625,0.4921875,1.0390625,0.54296875,2.33203125,2.01171875,1.99609375,20.66015625,2.703125,1.0703125,2.9375,1.5,0.515625,0.03515625,0.2890625,0.6015625,0.01171875,0.06640625,0.26953125,0.15625
